API,method,github url,label (M/C)
java.util.Map__get__1,ScramUtil.getSecureRandom#Map#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/sasl/scram/ScramUtil.java#L41,C
java.util.Iterator__next__0,AutoFixCorruptNode.testAutoFixWithConsistencyCheck#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/persistence/AutoFixCorruptNode.java#L61,C
com.itextpdf.text.pdf.PdfArray__getPdfObject__1,PdfReader.getPageContent#int#RandomAccessFileOrArray#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfReader.java#L2367,C
java.util.Iterator__next__0,TestTransactionStore.testGetModifiedMaps#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/store/TestTransactionStore.java#L426,C
java.util.Iterator__next__0,WorkspaceInitTest.testIdleTime#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/integration/WorkspaceInitTest.java#L43,C
java.util.Map__get__1,HeightCalculator.getHeight#Tag#float#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/main/java/com/itextpdf/tool/xml/css/HeightCalculator.java#L53,C
java.util.Iterator__next__0,StringTokenizerTest.testConstructor_charArray#,https://github.com/apache/commons-text/blob/7d2b511/src/test/java/org/apache/commons/text/StringTokenizerTest.java#L714,C
java.util.Map__get__1,CommandLineFactory.getCommandLine#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-standalone/src/main/java/org/apache/jackrabbit/standalone/cli/CommandLineFactory.java#L108,C
java.util.Map__get__1,NodeInfo.getNodeId#NodeId#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/util/NodeInfo.java#L169,C
java.lang.Long__parseLong__1,ConvertTraceFile.convertFile#String#String#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/tools/ConvertTraceFile.java#L107,M
java.util.Iterator__next__0,JcrUtils.getRepository#Map#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/JcrUtils.java#L259,C
java.util.List__get__1,ScanIndex.getRow#Session#long#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/index/ScanIndex.java#L85,C
java.util.Map__get__1,CacheSecondLevel.get#int#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/util/CacheSecondLevel.java#L41,C
java.nio.ByteBuffer__put__1,NonceManager.generateNonce#byte[]#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/http/impl/NonceManager.java#L116,C
com.itextpdf.text.pdf.PdfDictionary__getAsString__1,PdfCopyFieldsImp.PdfCopyFieldsImp#OutputStream#char#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfCopyFieldsImp.java#L99,C
java.util.Iterator__next__0,SimpleBookmark.iterateOutlines#PdfWriter#PdfIndirectReference#List#boolean#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/SimpleBookmark.java#L533,M
java.util.List__get__1,CombinedDomainXYPlot.handleClick#int#int#PlotRenderingInfo#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/CombinedDomainXYPlot.java#L703,C
java.util.Iterator__next__0,AbstractNode.getProperty#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/AbstractNode.java#L204,C
java.util.List__get__1,CombinedRangeCategoryPlot.remove#CategoryPlot#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/CombinedRangeCategoryPlot.java#L194,C
java.util.List__get__1,XIntervalSeriesCollection.getEndXValue#int#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java#L188,M
java.util.List__get__1,OnePointCrossover.crossover#AbstractListChromosome#AbstractListChromosome#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/genetics/OnePointCrossover.java#L97,C
java.util.List__get__1,PropertyChangeReport.getLastEvent#,https://github.com/ebourg/swingx/blob/820656c/swingx-testsupport/src/main/java/org/jdesktop/test/PropertyChangeReport.java#L109,C
java.util.Map__get__1,Profiler.increment#HashMap#String#int#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/util/Profiler.java#L425,C
java.util.Map__get__1,DBSCANClusterer.cluster#Collection#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/ml/clustering/DBSCANClusterer.java#L134,C
com.itextpdf.text.pdf.PdfArray__getPdfObject__1,PdfDeviceNColor.getPdfObject#PdfWriter#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfDeviceNColor.java#L80,M
java.util.Map__get__1,FormAuthenticationMechanism.FormAuthenticationMechanism#CallbackHandler#Map#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/http/impl/FormAuthenticationMechanism.java#L79,M
java.util.List__get__1,ZPathImpl.buildFullPath#UnaryOperator#,https://github.com/apache/curator/blob/2af84b9f/curator-x-async/src/main/java/org/apache/curator/x/async/modeled/details/ZPathImpl.java#L273,C
java.util.List__get__1,Select.isGroupSortedIndex#TableFilter#Index#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/command/dml/Select.java#L264,C
java.util.Iterator__next__0,DocumentBuilderPoolingTest.testPooling#,https://github.com/apache/santuario-java/blob/3832bd83/src/test/java/org/apache/xml/security/test/dom/utils/DocumentBuilderPoolingTest.java#L105,C
java.util.Iterator__next__0,CompositeAction.itemStateChanged#ItemEvent#,https://github.com/ebourg/swingx/blob/820656c/swingx-action/src/main/java/org/jdesktop/swingx/action/CompositeAction.java#L127,C
java.sql.ResultSet__next__0,TestCases.testPreparedSubquery#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestCases.java#L523,M
java.util.Map__get__1,PdfCleanUpProcessor.drawOverlayText#PdfContentByte#List#PdfString#PdfString#PdfNumber#PdfBoolean#,https://github.com/itext/itextpdf/blob/2d5b6a212/xtra/src/main/java/com/itextpdf/text/pdf/pdfcleanup/PdfCleanUpProcessor.java#L391,C
java.util.Iterator__next__0,CFFFontSubset.BuildNewFile#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/CFFFontSubset.java#L1089,C
java.util.List__get__1,XYSeries.add#XYDataItem#boolean#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/xy/XYSeries.java#L506,C
java.sql.ResultSet__next__0,DatabaseFileSystem.isFile#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/fs/db/DatabaseFileSystem.java#L370,C
java.util.List__get__1,TaskSeriesCollection.getPercentComplete#Comparable#Comparable#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java#L463,M
java.util.Map__get__1,IDTracker.addUnresolvedIDRef#String#Resolvable#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/area/IDTracker.java#L232,C
java.util.List__get__1,EventState.getCommonPath#List#SessionImpl#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/observation/EventState.java#L891,C
java.util.Map__get__1,AbstractSaslParticipant.getStringProperty#Map#String#String#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/sasl/util/AbstractSaslParticipant.java#L303,C
java.util.Map__get__1,DSCompilerTest.testCompositionRules#,https://github.com/apache/commons-math/blob/1abe3c769/src/test/java/org/apache/commons/math4/analysis/differentiation/DSCompilerTest.java#L244,C
java.util.Iterator__next__0,Table.collectDelimitedTextRanges#Stack#DelimitedTextRange#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fo/flow/table/Table.java#L611,C
java.util.List__get__1,LinkResolver.resolveIDRef#String#List#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/area/LinkResolver.java#L80,M
org.jfree.chart.plot.PlotRenderingInfo__getOwner__0,HighLowRenderer.drawItem#Graphics2D#XYItemRendererState#Rectangle2D#PlotRenderingInfo#XYPlot#ValueAxis#ValueAxis#XYDataset#int#int#CrosshairState#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/xy/HighLowRenderer.java#L320,M
java.util.Iterator__next__0,Frequency.merge#Frequency#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/stat/Frequency.java#L322,C
java.util.Iterator__next__0,AuthorizableTest.testGetPropertyNamesByRelPath#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/api/security/user/AuthorizableTest.java#L270,C
java.util.Iterator__next__0,XMLSecurityStreamReader.getNamespaceCount#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/XMLSecurityStreamReader.java#L329,C
java.util.Iterator__next__0,XMPSerializerRDF.serializeCompactRDFStructProp#XMPNode#int#boolean#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/xmp/impl/XMPSerializerRDF.java#L695,C
java.util.List__get__1,FlowArrangement.arrangeFN#BlockContainer#Graphics2D#RectangleConstraint#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/block/FlowArrangement.java#L176,C
java.util.Iterator__next__0,FObj.gatherContextInfo#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fo/FObj.java#L440,C
java.util.List__get__1,ElementHandlerPipelineTest.runContent#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/test/java/com/itextpdf/tool/xml/pipeline/ElementHandlerPipelineTest.java#L106,M
java.util.Iterator__next__0,CombinedRangeXYPlot.setRenderer#XYItemRenderer#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/CombinedRangeXYPlot.java#L610,C
java.sql.ResultSet__next__0,TestOptimizations.testNestedIn#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestOptimizations.java#L398,M
java.util.List__get__1,TreeModelReport.getLastUpdateEvent#,https://github.com/ebourg/swingx/blob/820656c/swingx-core/src/test/java/org/jdesktop/test/TreeModelReport.java#L129,C
java.util.Map__get__1,PdfCleanUpProcessor.deleteRedactAnnots#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/xtra/src/main/java/com/itextpdf/text/pdf/pdfcleanup/PdfCleanUpProcessor.java#L329,C
java.util.Map__get__1,MaxLeadingAndSize.calculateLeading#Tag#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/main/java/com/itextpdf/tool/xml/css/apply/MaxLeadingAndSize.java#L146,C
java.util.Map__get__1,CFFEncoding.getName#int#,https://github.com/apache/pdfbox/blob/72249f6ff/fontbox/src/main/java/org/apache/fontbox/cff/CFFEncoding.java#L48,C
java.util.List__get__1,CompareTool.compareContentStreamsByParsingExtended#PdfObject#PdfObject#PdfDictionary#PdfDictionary#ObjectPath#CompareResult#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/testutils/CompareTool.java#L895,C
java.util.Map__get__1,PdfAnnotation.getAccessibleAttribute#PdfName#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfAnnotation.java#L993,C
java.lang.Long__parseLong__1,MultiIndex.Action.fromString#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/MultiIndex.java#L993,C
java.util.List__get__1,GlyphSubstitutionTable.ChainedContextualSubtableFormat1.populate#List#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/complexscripts/fonts/GlyphSubstitutionTable.java#L993,C
java.util.Iterator__next__0,XMLSignatureInputDebugger.getHTMLRepresentation#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/signature/XMLSignatureInputDebugger.java#L143,C
java.util.Map__get__1,TTFSubSetFile.copyTable#FontFileReader#OFTableName#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fonts/truetype/TTFSubSetFile.java#L180,C
java.util.List__get__1,OutputProcessorChainImpl.processEvent#XMLSecEvent#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/OutputProcessorChainImpl.java#L192,M
java.util.Iterator__next__0,RemoveVersion.persisted#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/operation/RemoveVersion.java#L68,C
java.util.List__get__1,Select.queryGroup#int#LocalResult#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/command/dml/Select.java#L319,M
java.util.List__get__1,PolyhedronsSet.findReferences#List#List#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/geometry/euclidean/threed/PolyhedronsSet.java#L264,C
java.io.PrintWriter__write__1,IOUtils.copyAndCloseInput#Reader#Writer#long#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/util/IOUtils.java#L211,C
java.util.List__get__1,CuratorMultiTransactionRecord.getMetadata#int#,https://github.com/apache/curator/blob/2af84b9f/curator-framework/src/main/java/org/apache/curator/framework/imps/CuratorMultiTransactionRecord.java#L45,C
java.util.Map__get__1,RepositoryServiceImpl.getQValueFactory#SessionInfo#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi2dav/src/main/java/org/apache/jackrabbit/spi2davex/RepositoryServiceImpl.java#L285,C
java.util.Iterator__next__0,NodeState.removeShare#NodeId#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/NodeState.java#L613,C
java.util.StringTokenizer__nextToken__0,RegionParser.TreeBuilder.TreeBuilder#String#String#,https://github.com/apache/commons-math/blob/1abe3c769/src/test/java/org/apache/commons/math4/geometry/partitioning/RegionParser.java#L55,C
java.io.PrintWriter__write__1,RtfStringConverter.writeRtfString#Writer#String#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/render/rtf/rtflib/rtfdoc/RtfStringConverter.java#L79,C
java.util.Map__get__1,UserTransactionImpl.UserTransactionImpl#Session#boolean#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/UserTransactionImpl.java#L75,C
java.util.Map__get__1,CommandLineOptions.parsePDFOutputOption#String[]#int#String#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/cli/CommandLineOptions.java#L509,C
java.util.Iterator__next__0,IndexMerger.indexAdded#String#int#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/IndexMerger.java#L135,C
java.util.Map__get__1,CssAppliersImpl.getCssApplier#Class#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/main/java/com/itextpdf/tool/xml/html/CssAppliersImpl.java#L95,C
java.sql.ResultSet__next__0,TestLob.testLobSkipPastEnd#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestLob.java#L294,M
java.sql.ResultSet__next__0,TestGeneralCommonTableQueries.testNumberedParameterizedQuery#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestGeneralCommonTableQueries.java#L200,M
java.util.Iterator__next__0,StrTokenizerTest.testConstructor_String#,https://github.com/apache/commons-text/blob/7d2b511/src/test/java/org/apache/commons/text/StrTokenizerTest.java#L667,C
java.util.Iterator__next__0,WaferMapRenderer.getLegendCollection#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/WaferMapRenderer.java#L293,C
java.util.Iterator__next__0,ActionManagerTest.testSelected#,https://github.com/ebourg/swingx/blob/820656c/swingx-action/src/test/java/org/jdesktop/swingx/action/ActionManagerTest.java#L260,C
java.util.List__get__1,ContinuousOutputFieldModel.append#ContinuousOutputFieldModel#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/ode/ContinuousOutputFieldModel.java#L120,C
java.util.List__get__1,PDAcroFormTest.createAcroFormWithMissingResourceInformation#,https://github.com/apache/pdfbox/blob/72249f6ff/pdfbox/src/test/java/org/apache/pdfbox/pdmodel/interactive/form/PDAcroFormTest.java#L225,M
java.util.Map__get__1,GenerationalCache.get#Object#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/conversion/GenerationalCache.java#L111,C
java.util.Map__get__1,IndexEvents.getSortedEntries#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/events/IndexEvents.java#L217,C
java.util.List__get__1,XMLSecurityStreamWriter.NSContext.getPrefixes#String#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/XMLSecurityStreamWriter.java#L217,C
com.itextpdf.text.pdf.PdfArray__getPdfObject__1,CMapAwareDocumentFont.CMapAwareDocumentFont#PdfDictionary#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/CMapAwareDocumentFont.java#L103,C
java.util.Map__get__1,PdfChunk.adjustLeft#float#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfChunk.java#L747,C
java.util.Map__get__1,PdfCleanUpContentOperator.writeTextChunks#Map#List#PdfContentByte#float#float#float#float#,https://github.com/itext/itextpdf/blob/2d5b6a212/xtra/src/main/java/com/itextpdf/text/pdf/pdfcleanup/PdfCleanUpContentOperator.java#L282,M
java.io.PrintWriter__write__1,PasswordKeyStoreSpi.engineStore#OutputStream#char[]#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/keystore/PasswordKeyStoreSpi.java#L184,M
java.util.Map__get__1,JCRWebdavServer.SessionCache.addReference#DavSession#Object#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/jcr/JCRWebdavServer.java#L177,C
java.util.Map__get__1,PdfChunk.PdfChunk#Chunk#PdfAction#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfChunk.java#L194,C
java.util.List__get__1,BezierCurve.getPiecewiseLinearApproximation#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/parser/BezierCurve.java#L112,M
java.util.Map__get__1,ICC_Profile.getInstance#byte[]#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/ICC_Profile.java#L62,C
java.util.List__get__1,CFFToType1Font.convertOTFToType1#InputStream#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fonts/CFFToType1Font.java#L58,M
java.util.Map__get__1,PDFRendererConfigParserTestCase.testFilterListImage#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/test/java/org/apache/fop/render/pdf/PDFRendererConfigParserTestCase.java#L121,M
java.util.SortedMap__firstKey__0,TTFSubsetter.buildOS2Table#,https://github.com/apache/pdfbox/blob/72249f6ff/fontbox/src/main/java/org/apache/fontbox/ttf/TTFSubsetter.java#L404,C
java.util.List__get__1,FieldExpandableODE.computeDerivatives#T#T[]#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/ode/FieldExpandableODE.java#L124,M
org.jfree.data.statistics.StatisticalCategoryDataset__getMeanValue__2,DefaultStatisticalCategoryDataset.getValue#Comparable#Comparable#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java#L189,C
java.util.Iterator__next__0,MarkedSection.process#ElementListener#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/MarkedSection.java#L114,C
java.util.Map__get__1,SparseGradient.add#SparseGradient#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/analysis/differentiation/SparseGradient.java#L182,C
java.util.List__get__1,XYSeriesCollection.removeSeries#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/xy/XYSeriesCollection.java#L189,C
java.util.Iterator__next__0,HierarchyEventListener.pushEvents#Collection#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/hierarchy/HierarchyEventListener.java#L105,C
java.util.Iterator__next__0,AbstractDecryptInputProcessor.AbstractDecryptInputProcessor#KeyInfoType#ReferenceList#XMLSecurityProperties#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/processor/input/AbstractDecryptInputProcessor.java#L93,C
java.sql.ResultSet__next__0,TestBatchUpdates.testAddBatch01#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/jdbc/TestBatchUpdates.java#L206,M
java.util.Iterator__next__0,ChildNodeEntriesImpl.NameMap.get#Name#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/hierarchy/ChildNodeEntriesImpl.java#L620,C
java.util.List__get__1,Shell.promptLoop#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/tools/Shell.java#L197,C
java.util.Iterator__next__0,NodeEntryImpl.invalidateInternal#boolean#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/hierarchy/NodeEntryImpl.java#L1092,C
java.util.List__get__1,AppearanceGeneratorHelper.insertGeneratedListboxAppearance#PDAppearanceContentStream#PDAppearanceStream#PDRectangle#PDFont#float#,https://github.com/apache/pdfbox/blob/72249f6ff/pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/AppearanceGeneratorHelper.java#L651,C
java.util.Map__get__1,QueryHitsQuery.QueryHitsQueryScorer.score#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/QueryHitsQuery.java#L651,M
java.sql.ResultSet__next__0,TestMVTableEngine.testRecover#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/store/TestMVTableEngine.java#L771,C
java.util.Iterator__next__0,CollapsingBorderResolver.Resolver.endRow#List#TableCellContainer#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fo/flow/table/CollapsingBorderResolver.java#L771,M
java.util.List__get__1,PDFStructElem.Placeholder.outputInline#OutputStream#StringBuilder#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/pdf/PDFStructElem.java#L54,C
java.util.Iterator__next__0,SpiderWebPlot.getLegendItems#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/SpiderWebPlot.java#L1059,C
java.util.Iterator__next__0,AbstractLsNodes.execute#Context#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-standalone/src/main/java/org/apache/jackrabbit/standalone/cli/info/AbstractLsNodes.java#L116,C
java.util.Map__get__1,XfdfReader.getListValues#String#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/XfdfReader.java#L153,C
java.util.Map__get__1,CustomPieURLGenerator.getURL#Comparable#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java#L132,C
java.sql.ResultSet__next__0,TestCases.testGroupSubquery#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestCases.java#L219,M
java.util.List__get__1,SamplesTest.testSelectSimple2#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/jaqu/SamplesTest.java#L157,C
java.util.List__get__1,LineLayoutPossibilities.Possibility.getBreakPosition#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/inline/LineLayoutPossibilities.java#L75,C
org.jfree.chart.plot.CategoryPlot__getDataset__1,LineAndShapeRenderer.LineAndShapeRenderer#boolean#boolean#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/category/LineAndShapeRenderer.java#L207,C
javax.swing.JFrame__setVisible__1,AppSearchFactory.showFindDialog#JComponent#Searchable#,https://github.com/ebourg/swingx/blob/820656c/swingx-demos/swingx-demos-swingxset/src/main/java/org/jdesktop/swingx/appframework/AppSearchFactory.java#L68,M
java.util.Map__get__1,ProductBuilderIterator.next#,https://github.com/apache/bigtop/blob/c9cb18fb/bigtop-data-generators/bigpetstore-data-generator/src/main/java/org/apache/bigtop/datagenerators/bigpetstore/generators/products/ProductBuilderIterator.java#L47,M
java.io.ObjectOutputStream__writeObject__1,MutablePairTest.testSerialization#,https://github.com/apache/commons-lang/blob/0820c4c89/src/test/java/org/apache/commons/lang3/tuple/MutablePairTest.java#L98,M
java.util.Map__get__1,ArrayUtils.removeElements#byte[]#byte#,https://github.com/apache/commons-lang/blob/0820c4c89/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L6736,C
java.util.Map__get__1,ArrayUtils.removeElements#double[]#double#,https://github.com/apache/commons-lang/blob/0820c4c89/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L7348,C
java.io.ObjectOutputStream__writeObject__1,SerializationUtilsTest.testDeserializeStreamOfNull#,https://github.com/apache/commons-lang/blob/0820c4c89/src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java#L220,C
java.util.Iterator__next__0,StrBuilder.appendWithSeparators#Iterator#String#,https://github.com/apache/commons-lang/blob/0820c4c89/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L1302,C
java.util.Scanner__next__0,Validate.noNullElements#T#String#Object#,https://github.com/apache/commons-lang/blob/0820c4c89/src/main/java/org/apache/commons/lang3/Validate.java#L570,C
java.util.Enumeration__nextElement__0,ApiExaminer.JarInfo.JarInfo#String#ApiExaminer#,https://github.com/apache/bigtop/blob/c9cb18fb/bigtop-tests/smoke-tests/odpi-runtime/src/main/java/org/odpi/specs/runtime/hadoop/ApiExaminer.java#L170,C
java.util.Scanner__next__0,PairTest.testMapEntry#,https://github.com/apache/commons-lang/blob/0820c4c89/src/test/java/org/apache/commons/lang3/tuple/PairTest.java#L64,C
java.util.Map__get__1,ConstructorUtilsTest.singletonArray#Class#,https://github.com/apache/commons-lang/blob/0820c4c89/src/test/java/org/apache/commons/lang3/reflect/ConstructorUtilsTest.java#L290,C
java.util.List__get__1,EventListenerSupportTest.testEventDispatchOrder#,https://github.com/apache/commons-lang/blob/0820c4c89/src/test/java/org/apache/commons/lang3/event/EventListenerSupportTest.java#L77,C
